Start	Duration	Audio I/O Thread	Client Process	Input Sample Time	Input Host Time	Output Sample Time	Output Host Time	
00:10.728.181	2.31 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	363,236	6489019748806	365,284	6489020863363	
00:10.751.384	2.30 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	364,260	6489020306085	366,308	6489021420642	
00:10.774.581	1.04 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	365,284	6489020863363	367,332	6489021977920	
00:10.797.803	1.08 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	366,308	6489021420642	368,356	6489022535199	
00:10.821.054	2.34 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	367,332	6489021977920	369,380	6489023092478	
00:10.844.299	2.37 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	368,356	6489022535199	370,404	6489023649756	
00:10.867.489	2.32 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	369,380	6489023092478	371,428	6489024207035	
00:10.890.685	1.00 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	370,404	6489023649756	372,452	6489024764314	
00:10.913.935	1.15 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	371,428	6489024207035	373,476	6489025321592	
00:10.937.144	2.11 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	372,452	6489024764314	374,500	6489025878871	
00:10.960.370	2.27 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	373,476	6489025321592	375,524	6489026436150	
00:10.983.574	2.04 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	374,500	6489025878871	376,548	6489026993428	
00:11.006.818	1.63 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	375,524	6489026436150	377,572	6489027550707	
00:11.030.046	2.23 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	376,548	6489026993428	378,596	6489028107986	
00:11.053.256	2.28 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	377,572	6489027550707	379,620	6489028665264	
00:11.076.497	2.35 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	378,596	6489028107986	380,644	6489029222543	
00:11.099.681	1.71 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	379,620	6489028665264	381,668	6489029779821	
00:11.122.892	1.18 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	380,644	6489029222543	382,692	6489030337100	
00:11.146.111	1.13 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	381,668	6489029779821	383,716	6489030894379	
00:11.169.338	1.42 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	382,692	6489030337100	384,740	6489031451657	
00:11.192.582	2.35 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	383,716	6489030894379	385,764	6489032008936	
00:11.215.773	1.10 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	384,740	6489031451657	386,788	6489032566215	
00:11.238.999	1.19 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	385,764	6489032008936	387,812	6489033123493	
00:11.262.218	2.23 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	386,788	6489032566215	388,836	6489033680772	
00:11.285.439	2.22 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	387,812	6489033123493	389,860	6489034238051	
00:11.308.665	2.04 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	388,836	6489033680772	390,884	6489034795329	
00:11.331.887	1.07 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	389,860	6489034238051	391,908	6489035352608	
00:11.355.107	2.16 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	390,884	6489034795329	392,932	6489035909887	
00:11.378.353	2.37 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	391,908	6489035352608	393,956	6489036467165	
00:11.401.540	2.31 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	392,932	6489035909887	394,980	6489037024444	
00:11.424.770	1.13 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	393,956	6489036467165	396,004	6489037581722	
00:11.448.000	1.92 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	394,980	6489037024444	397,028	6489038139001	
00:11.471.211	1.89 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	396,004	6489037581722	398,052	6489038696280	
00:11.494.427	1.96 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	397,028	6489038139001	399,076	6489039253558	
00:11.517.662	2.39 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	398,052	6489038696280	400,100	6489039810837	
00:11.540.832	1.19 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	399,076	6489039253558	401,124	6489040368116	
00:11.564.081	2.21 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	400,100	6489039810837	402,148	6489040925394	
00:11.587.322	2.25 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	401,124	6489040368116	403,172	6489041482673	
00:11.610.523	2.32 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	402,148	6489040925394	404,196	6489042039952	
00:11.633.742	2.35 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	403,172	6489041482673	405,220	6489042597230	
00:11.656.966	1.49 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	404,196	6489042039952	406,244	6489043154509	
00:11.680.192	2.24 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	405,220	6489042597230	407,268	6489043711787	
00:11.703.430	2.32 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	406,244	6489043154509	408,292	6489044269066	
00:11.726.625	2.30 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	407,268	6489043711787	409,316	6489044826345	
00:11.749.820	1.10 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	408,292	6489044269066	410,340	6489045383623	
00:11.773.032	1.10 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	409,316	6489044826345	411,364	6489045940902	
00:11.796.282	2.21 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	410,340	6489045383623	412,388	6489046498181	
00:11.819.497	2.30 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	411,364	6489045940902	413,412	6489047055459	
00:11.842.750	2.45 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	412,388	6489046498181	414,436	6489047612738	
00:11.865.919	1.30 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	413,412	6489047055459	415,460	6489048170017	
00:11.889.167	2.06 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	414,436	6489047612738	416,484	6489048727295	
00:11.912.370	1.30 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	415,460	6489048170017	417,508	6489049284574	
00:11.935.610	1.85 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	416,484	6489048727295	418,532	6489049841853	
00:11.958.823	2.38 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	417,508	6489049284574	419,556	6489050399131	
00:11.982.037	1.10 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	418,532	6489049841853	420,580	6489050956410	
00:12.005.273	2.17 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	419,556	6489050399131	421,604	6489051513688	
00:12.028.495	2.25 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	420,580	6489050956410	422,628	6489052070967	
00:12.051.727	2.43 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	421,604	6489051513688	423,652	6489052628246	
00:12.074.917	1.07 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	422,628	6489052070967	424,676	6489053185524	
00:12.098.141	1.61 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	423,652	6489052628246	425,700	6489053742803	
00:12.121.344	1.12 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	424,676	6489053185524	426,724	6489054300082	
00:12.144.606	1.91 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	425,700	6489053742803	427,748	6489054857360	
00:12.167.814	2.35 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	426,724	6489054300082	428,772	6489055414639	
00:12.191.018	1.30 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	427,748	6489054857360	429,796	6489055971918	
00:12.214.244	2.07 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	428,772	6489055414639	430,820	6489056529196	
00:12.237.460	1.95 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	429,796	6489055971918	431,844	6489057086475	
00:12.260.697	2.35 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	430,820	6489056529196	432,868	6489057643754	
00:12.283.908	2.27 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	431,844	6489057086475	433,892	6489058201032	
00:12.307.124	1.49 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	432,868	6489057643754	434,916	6489058758311	
00:12.330.348	2.23 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	433,892	6489058201032	435,940	6489059315589	
00:12.353.572	2.24 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	434,916	6489058758311	436,964	6489059872868	
00:12.376.777	2.28 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	435,940	6489059315589	437,988	6489060430147	
00:12.399.999	1.40 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	436,964	6489059872868	439,012	6489060987425	
00:12.423.214	1.71 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	437,988	6489060430147	440,036	6489061544704	
00:12.446.440	2.18 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	439,012	6489060987425	441,060	6489062101983	
00:12.469.653	2.19 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	440,036	6489061544704	442,084	6489062659261	
00:12.492.896	2.47 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	441,060	6489062101983	443,108	6489063216540	
00:12.516.107	1.42 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	442,084	6489062659261	444,132	6489063773819	
00:12.539.298	1.31 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	443,108	6489063216540	445,156	6489064331097	
00:12.562.536	2.18 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	444,132	6489063773819	446,180	6489064888376	
00:12.585.774	2.13 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	445,156	6489064331097	447,204	6489065445654	
00:12.608.986	2.35 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	446,180	6489064888376	448,228	6489066002933	
00:12.632.189	1.40 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	447,204	6489065445654	449,252	6489066560212	
00:12.655.428	2.21 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	448,228	6489066002933	450,276	6489067117490	
00:12.678.627	1.50 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	449,252	6489066560212	451,300	6489067674769	
00:12.701.879	2.41 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	450,276	6489067117490	452,324	6489068232048	
00:12.725.080	1.23 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	451,300	6489067674769	453,348	6489068789326	
00:12.748.316	1.78 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	452,324	6489068232048	454,372	6489069346605	
00:12.771.523	2.19 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	453,348	6489068789326	455,396	6489069903884	
00:12.794.738	1.80 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	454,372	6489069346605	456,420	6489070461162	
00:12.817.962	2.38 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	455,396	6489069903884	457,444	6489071018441	
00:12.841.195	1.57 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	456,420	6489070461162	458,468	6489071575720	
00:12.864.413	1.95 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	457,444	6489071018441	459,492	6489072132998	
00:12.887.620	1.73 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	458,468	6489071575720	460,516	6489072690277	
00:12.910.848	2.49 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	459,492	6489072132998	461,540	6489073247555	
00:12.934.072	2.29 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	460,516	6489072690277	462,564	6489073804834	
00:12.957.287	1.55 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	461,540	6489073247555	463,588	6489074362113	
00:12.980.505	2.26 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	462,564	6489073804834	464,612	6489074919391	
00:13.003.721	2.29 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	463,588	6489074362113	465,636	6489075476670	
00:13.026.966	2.40 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	464,612	6489074919391	466,660	6489076033949	
00:13.050.154	1.98 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	465,636	6489075476670	467,684	6489076591227	
00:13.073.377	1.11 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	466,660	6489076033949	468,708	6489077148506	
00:13.096.602	2.26 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	467,684	6489076591227	469,732	6489077705785	
00:13.119.870	2.30 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	468,708	6489077148506	470,756	6489078263063	
00:13.143.068	2.47 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	469,732	6489077705785	471,780	6489078820342	
00:13.166.260	1.57 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	470,756	6489078263063	472,804	6489079377621	
00:13.189.556	2.10 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	471,780	6489078820342	473,828	6489079934899	
00:13.212.704	2.30 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	472,804	6489079377621	474,852	6489080492178	
00:13.235.932	2.02 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	473,828	6489079934899	475,876	6489081049456	
00:13.259.148	2.32 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	474,852	6489080492178	476,900	6489081606735	
00:13.282.348	1.84 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	475,876	6489081049456	477,924	6489082164014	
00:13.305.584	2.08 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	476,900	6489081606735	478,948	6489082721292	
00:13.328.824	2.25 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	477,924	6489082164014	479,972	6489083278571	
00:13.352.041	2.34 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	478,948	6489082721292	480,996	6489083835850	
00:13.375.232	1.69 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	479,972	6489083278571	482,020	6489084393128	
00:13.398.438	1.62 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	480,996	6489083835850	483,044	6489084950407	
00:13.421.685	2.21 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	482,020	6489084393128	484,068	6489085507686	
00:13.444.921	1.73 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	483,044	6489084950407	485,092	6489086064964	
00:13.468.134	2.38 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	484,068	6489085507686	486,116	6489086622243	
00:13.491.328	1.31 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	485,092	6489086064964	487,140	6489087179522	
00:13.514.566	1.06 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	486,116	6489086622243	488,164	6489087736800	
00:13.537.755	1.15 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	487,140	6489087179522	489,188	6489088294079	
00:13.561.010	1.63 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	488,164	6489087736800	490,212	6489088851357	
00:13.584.233	2.34 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	489,188	6489088294079	491,236	6489089408636	
00:13.607.430	1.41 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	490,212	6489088851357	492,260	6489089965915	
00:13.630.667	2.07 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	491,236	6489089408636	493,284	6489090523193	
00:13.653.868	2.22 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	492,260	6489089965915	494,308	6489091080472	
00:13.677.106	2.27 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	493,284	6489090523193	495,332	6489091637751	
00:13.700.331	2.31 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	494,308	6489091080472	496,356	6489092195029	
00:13.723.512	1.02 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	495,332	6489091637751	497,380	6489092752308	
00:13.746.748	1.16 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	496,356	6489092195029	498,404	6489093309587	
00:13.769.983	1.67 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	497,380	6489092752308	499,428	6489093866865	
00:13.793.211	2.33 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	498,404	6489093309587	500,452	6489094424144	
00:13.816.421	1.76 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	499,428	6489093866865	501,476	6489094981422	
00:13.839.629	1.23 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	500,452	6489094424144	502,500	6489095538701	
00:13.862.868	2.27 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	501,476	6489094981422	503,524	6489096095980	
00:13.886.074	1.94 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	502,500	6489095538701	504,548	6489096653258	
00:13.909.311	2.33 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	503,524	6489096095980	505,572	6489097210537	
00:13.932.491	1.09 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	504,548	6489096653258	506,596	6489097767816	
00:13.955.739	2.08 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	505,572	6489097210537	507,620	6489098325094	
00:13.978.946	1.51 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	506,596	6489097767816	508,644	6489098882373	
00:14.002.201	2.34 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	507,620	6489098325094	509,668	6489099439652	
00:14.025.412	2.37 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	508,644	6489098882373	510,692	6489099996930	
00:14.048.608	1.68 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	509,668	6489099439652	511,716	6489100554209	
00:14.071.838	2.23 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	510,692	6489099996930	512,740	6489101111488	
00:14.095.061	2.25 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	511,716	6489100554209	513,764	6489101668766	
00:14.118.283	2.31 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	512,740	6489101111488	514,788	6489102226045	
00:14.141.489	1.58 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	513,764	6489101668766	515,812	6489102783323	
00:14.164.704	1.07 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	514,788	6489102226045	516,836	6489103340602	
00:14.187.945	2.23 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	515,812	6489102783323	517,860	6489103897881	
00:14.211.172	2.27 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	516,836	6489103340602	518,884	6489104455159	
00:14.234.400	2.49 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	517,860	6489103897881	519,908	6489105012438	
00:14.257.614	1.32 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	518,884	6489104455159	520,932	6489105569717	
00:14.280.817	2.05 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	519,908	6489105012438	521,956	6489106126995	
00:14.304.035	1.32 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	520,932	6489105569717	522,980	6489106684274	
00:14.327.292	2.31 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	521,956	6489106126995	524,004	6489107241553	
00:14.350.479	2.08 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	522,980	6489106684274	525,028	6489107798831	
00:14.373.684	1.56 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	524,004	6489107241553	526,052	6489108356110	
00:14.396.918	2.04 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	525,028	6489107798831	527,076	6489108913389	
00:14.420.151	2.31 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	526,052	6489108356110	528,100	6489109470667	
00:14.443.360	2.32 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	527,076	6489108913389	529,124	6489110027946	
00:14.466.563	1.72 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	528,100	6489109470667	530,148	6489110585224	
00:14.489.785	1.05 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	529,124	6489110027946	531,172	6489111142503	
00:14.513.002	1.21 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	530,148	6489110585224	532,196	6489111699782	
00:14.536.255	1.56 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	531,172	6489111142503	533,220	6489112257060	
00:14.559.466	1.64 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	532,196	6489111699782	534,244	6489112814339	
00:14.582.681	1.26 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	533,220	6489112257060	535,268	6489113371618	
00:14.605.905	2.04 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	534,244	6489112814339	536,292	6489113928896	
