Start	Duration	Audio I/O Thread	Client Process	Input Sample Time	Input Host Time	Output Sample Time	Output Host Time	
00:28.444.990	2.22 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,144,548	6489444952409	1,146,596	6489446066966	
00:28.468.222	2.25 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,145,572	6489445509688	1,147,620	6489446624245	
00:28.491.417	1.68 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,146,596	6489446066966	1,148,644	6489447181524	
00:28.514.646	970.88 µs	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,147,620	6489446624245	1,149,668	6489447738802	
00:28.537.845	1.10 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,148,644	6489447181524	1,150,692	6489448296081	
00:28.561.082	1.91 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,149,668	6489447738802	1,151,716	6489448853360	
00:28.584.312	2.30 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,150,692	6489448296081	1,152,740	6489449410638	
00:28.607.492	964.67 µs	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,151,716	6489448853360	1,153,764	6489449967917	
00:28.630.737	1.10 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,152,740	6489449410638	1,154,788	6489450525196	
00:28.653.967	1.17 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,153,764	6489449967917	1,155,812	6489451082474	
00:28.677.195	2.31 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,154,788	6489450525196	1,156,836	6489451639753	
00:28.700.415	2.29 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,155,812	6489451082474	1,157,860	6489452197032	
00:28.723.639	1.56 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,156,836	6489451639753	1,158,884	6489452754310	
00:28.746.862	2.20 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,157,860	6489452197032	1,159,908	6489453311589	
00:28.770.056	2.24 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,158,884	6489452754310	1,160,932	6489453868867	
00:28.793.285	2.26 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,159,908	6489453311589	1,161,956	6489454426146	
00:28.816.492	1.46 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,160,932	6489453868867	1,162,980	6489454983425	
00:28.839.740	1.86 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,161,956	6489454426146	1,164,004	6489455540703	
00:28.862.929	1.13 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,162,980	6489454983425	1,165,028	6489456097982	
00:28.886.169	1.89 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,164,004	6489455540703	1,166,052	6489456655261	
00:28.909.403	2.36 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,165,028	6489456097982	1,167,076	6489457212539	
00:28.932.577	1.18 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,166,052	6489456655261	1,168,100	6489457769818	
00:28.955.828	1.81 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,167,076	6489457212539	1,169,124	6489458327097	
00:28.979.037	2.38 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,168,100	6489457769818	1,170,148	6489458884375	
00:29.002.270	2.29 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,169,124	6489458327097	1,171,172	6489459441654	
00:29.025.476	2.36 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,170,148	6489458884375	1,172,196	6489459998933	
00:29.048.705	1.11 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,171,172	6489459441654	1,173,220	6489460556211	
00:29.071.938	1.69 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,172,196	6489459998933	1,174,244	6489461113490	
00:29.095.155	2.29 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,173,220	6489460556211	1,175,268	6489461670768	
00:29.118.367	2.33 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,174,244	6489461113490	1,176,292	6489462228047	
00:29.141.559	1.35 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,175,268	6489461670768	1,177,316	6489462785326	
00:29.164.820	1.78 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,176,292	6489462228047	1,178,340	6489463342604	
00:29.188.023	2.18 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,177,316	6489462785326	1,179,364	6489463899883	
00:29.211.253	2.32 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,178,340	6489463342604	1,180,388	6489464457162	
00:29.234.471	2.37 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,179,364	6489463899883	1,181,412	6489465014440	
00:29.257.649	1.05 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,180,388	6489464457162	1,182,436	6489465571719	
00:29.280.904	1.15 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,181,412	6489465014440	1,183,460	6489466128998	
00:29.304.125	1.27 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,182,436	6489465571719	1,184,484	6489466686276	
00:29.327.356	2.41 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,183,460	6489466128998	1,185,508	6489467243555	
00:29.350.556	2.41 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,184,484	6489466686276	1,186,532	6489467800834	
00:29.373.797	1.54 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,185,508	6489467243555	1,187,556	6489468358112	
00:29.397.012	2.25 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,186,532	6489467800834	1,188,580	6489468915391	
00:29.420.226	2.08 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,187,556	6489468358112	1,189,604	6489469472669	
00:29.443.450	2.35 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,188,580	6489468915391	1,190,628	6489470029948	
00:29.466.648	1.09 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,189,604	6489469472669	1,191,652	6489470587227	
00:29.489.865	1.67 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,190,628	6489470029948	1,192,676	6489471144505	
00:29.513.112	2.22 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,191,652	6489470587227	1,193,700	6489471701784	
00:29.536.329	2.37 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,192,676	6489471144505	1,194,724	6489472259063	
00:29.559.527	1.24 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,193,700	6489471701784	1,195,748	6489472816341	
00:29.582.739	1.24 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,194,724	6489472259063	1,196,772	6489473373620	
00:29.605.972	1.07 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,195,748	6489472816341	1,197,796	6489473930899	
00:29.629.189	1.15 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,196,772	6489473373620	1,198,820	6489474488177	
00:29.652.424	2.44 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,197,796	6489473930899	1,199,844	6489475045456	
00:29.675.658	2.30 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,198,820	6489474488177	1,200,868	6489475602734	
00:29.698.854	1.53 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,199,844	6489475045456	1,201,892	6489476160013	
00:29.722.065	1.11 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,200,868	6489475602734	1,202,916	6489476717292	
00:29.745.311	2.23 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,201,892	6489476160013	1,203,940	6489477274570	
00:29.768.520	2.27 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,202,916	6489476717292	1,204,964	6489477831849	
00:29.791.764	2.32 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,203,940	6489477274570	1,205,988	6489478389128	
00:29.814.946	969.12 µs	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,204,964	6489477831849	1,207,012	6489478946406	
00:29.838.162	1.12 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,205,988	6489478389128	1,208,036	6489479503685	
00:29.861.410	1.95 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,207,012	6489478946406	1,209,060	6489480060964	
00:29.884.618	2.29 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,208,036	6489479503685	1,210,084	6489480618242	
00:29.907.816	1.08 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,209,060	6489480060964	1,211,108	6489481175521	
00:29.931.070	1.98 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,210,084	6489480618242	1,212,132	6489481732800	
00:29.954.273	2.18 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,211,108	6489481175521	1,213,156	6489482290078	
00:29.977.478	1.30 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,212,132	6489481732800	1,214,180	6489482847357	
00:30.000.729	2.36 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,213,156	6489482290078	1,215,204	6489483404635	
00:30.023.929	1.44 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,214,180	6489482847357	1,216,228	6489483961914	
00:30.047.186	2.07 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,215,204	6489483404635	1,217,252	6489484519193	
00:30.070.394	2.22 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,216,228	6489483961914	1,218,276	6489485076471	
00:30.093.608	2.24 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,217,252	6489484519193	1,219,300	6489485633750	
00:30.116.794	1.68 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,218,276	6489485076471	1,220,324	6489486191029	
00:30.140.007	955.58 µs	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,219,300	6489485633750	1,221,348	6489486748307	
00:30.163.266	1.61 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,220,324	6489486191029	1,222,372	6489487305586	
00:30.186.480	2.28 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,221,348	6489486748307	1,223,396	6489487862865	
00:30.209.718	2.30 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,222,372	6489487305586	1,224,420	6489488420143	
00:30.232.943	1.64 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,223,396	6489487862865	1,225,444	6489488977422	
00:30.256.141	1.92 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,224,420	6489488420143	1,226,468	6489489534701	
00:30.279.351	1.17 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,225,444	6489488977422	1,227,492	6489490091979	
00:30.302.582	2.34 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,226,468	6489489534701	1,228,516	6489490649258	
00:30.325.797	2.42 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,227,492	6489490091979	1,229,540	6489491206536	
00:30.349.014	1.33 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,228,516	6489490649258	1,230,564	6489491763815	
00:30.372.242	2.25 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,229,540	6489491206536	1,231,588	6489492321094	
00:30.395.457	2.23 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,230,564	6489491763815	1,232,612	6489492878372	
00:30.418.690	2.29 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,231,588	6489492321094	1,233,636	6489493435651	
00:30.441.900	1.73 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,232,612	6489492878372	1,234,660	6489493992930	
00:30.465.130	1.60 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,233,636	6489493435651	1,235,684	6489494550208	
00:30.488.321	1.18 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,234,660	6489493992930	1,236,708	6489495107487	
00:30.511.557	1.38 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,235,684	6489494550208	1,237,732	6489495664766	
00:30.534.815	1.69 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,236,708	6489495107487	1,238,756	6489496222044	
00:30.557.982	1.41 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,237,732	6489495664766	1,239,780	6489496779323	
00:30.581.201	1.09 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,238,756	6489496222044	1,240,804	6489497336601	
00:30.604.423	1.20 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,239,780	6489496779323	1,241,828	6489497893880	
00:30.627.660	2.00 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,240,804	6489497336601	1,242,852	6489498451159	
00:30.650.861	1.95 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,241,828	6489497893880	1,243,876	6489499008437	
00:30.674.116	1.44 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,242,852	6489498451159	1,244,900	6489499565716	
00:30.697.338	2.09 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,243,876	6489499008437	1,245,924	6489500122995	
00:30.720.568	2.29 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,244,900	6489499565716	1,246,948	6489500680273	
00:30.743.776	2.30 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,245,924	6489500122995	1,247,972	6489501237552	
00:30.766.998	2.36 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,246,948	6489500680273	1,248,996	6489501794831	
00:30.790.200	1.76 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,247,972	6489501237552	1,250,020	6489502352109	
00:30.813.415	2.20 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,248,996	6489501794831	1,251,044	6489502909388	
00:30.836.665	2.28 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,250,020	6489502352109	1,252,068	6489503466667	
00:30.859.876	2.35 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,251,044	6489502909388	1,253,092	6489504023945	
00:30.883.088	1.03 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,252,068	6489503466667	1,254,116	6489504581224	
00:30.906.292	1.15 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,253,092	6489504023945	1,255,140	6489505138502	
00:30.929.496	1.12 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,254,116	6489504581224	1,256,164	6489505695781	
00:30.952.732	1.88 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,255,140	6489505138502	1,257,188	6489506253060	
00:30.975.983	2.37 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,256,164	6489505695781	1,258,212	6489506810338	
00:30.999.149	1.03 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,257,188	6489506253060	1,259,236	6489507367617	
00:31.022.402	1.24 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,258,212	6489506810338	1,260,260	6489507924896	
00:31.045.622	2.08 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,259,236	6489507367617	1,261,284	6489508482174	
00:31.068.833	2.27 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,260,260	6489507924896	1,262,308	6489509039453	
00:31.092.070	1.74 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,261,284	6489508482174	1,263,332	6489509596732	
00:31.115.242	994.50 µs	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,262,308	6489509039453	1,264,356	6489510154010	
00:31.138.488	1.14 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,263,332	6489509596732	1,265,380	6489510711289	
00:31.161.731	1.59 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,264,356	6489510154010	1,266,404	6489511268568	
00:31.184.947	2.31 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,265,380	6489510711289	1,267,428	6489511825846	
00:31.208.130	1.25 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,266,404	6489511268568	1,268,452	6489512383125	
00:31.231.352	1.05 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,267,428	6489511825846	1,269,476	6489512940403	
00:31.254.595	1.16 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,268,452	6489512383125	1,270,500	6489513497682	
00:31.277.861	1.96 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,269,476	6489512940403	1,271,524	6489514054961	
00:31.301.038	2.36 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,270,500	6489513497682	1,272,548	6489514612239	
00:31.324.276	1.25 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,271,524	6489514054961	1,273,572	6489515169518	
00:31.347.479	2.01 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,272,548	6489514612239	1,274,596	6489515726797	
00:31.370.709	2.28 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,273,572	6489515169518	1,275,620	6489516284075	
00:31.393.948	2.37 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,274,596	6489515726797	1,276,644	6489516841354	
00:31.417.134	2.29 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,275,620	6489516284075	1,277,668	6489517398633	
00:31.440.366	1.50 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,276,644	6489516841354	1,278,692	6489517955911	
00:31.463.584	2.13 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,277,668	6489517398633	1,279,716	6489518513190	
00:31.486.804	2.28 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,278,692	6489517955911	1,280,740	6489519070469	
00:31.510.037	2.35 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,279,716	6489518513190	1,281,764	6489519627747	
00:31.533.205	1.18 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,280,740	6489519070469	1,282,788	6489520185026	
00:31.556.446	1.09 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,281,764	6489519627747	1,283,812	6489520742304	
00:31.579.691	1.44 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,282,788	6489520185026	1,284,836	6489521299583	
00:31.602.919	1.82 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,283,812	6489520742304	1,285,860	6489521856862	
00:31.626.108	1.56 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,284,836	6489521299583	1,286,884	6489522414140	
00:31.649.306	1.01 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,285,860	6489521856862	1,287,908	6489522971419	
00:31.672.544	1.11 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,286,884	6489522414140	1,288,932	6489523528698	
00:31.695.767	1.24 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,287,908	6489522971419	1,289,956	6489524085976	
00:31.719.010	2.31 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,288,932	6489523528698	1,290,980	6489524643255	
00:31.742.204	2.25 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,289,956	6489524085976	1,292,004	6489525200534	
00:31.765.427	1.07 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,290,980	6489524643255	1,293,028	6489525757812	
00:31.788.654	1.15 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,292,004	6489525200534	1,294,052	6489526315091	
00:31.811.882	1.56 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,293,028	6489525757812	1,295,076	6489526872369	
00:31.835.121	2.39 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,294,052	6489526315091	1,296,100	6489527429648	
00:31.858.294	999.79 µs	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,295,076	6489526872369	1,297,124	6489527986927	
00:31.881.528	1.17 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,296,100	6489527429648	1,298,148	6489528544205	
00:31.904.752	1.15 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,297,124	6489527986927	1,299,172	6489529101484	
00:31.927.999	1.84 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,298,148	6489528544205	1,300,196	6489529658763	
00:31.951.205	2.36 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,299,172	6489529101484	1,301,220	6489530216041	
00:31.974.389	1.14 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,300,196	6489529658763	1,302,244	6489530773320	
00:31.997.614	1.09 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,301,220	6489530216041	1,303,268	6489531330599	
00:32.020.866	1.23 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,302,244	6489530773320	1,304,292	6489531887877	
00:32.044.089	2.11 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,303,268	6489531330599	1,305,316	6489532445156	
00:32.067.318	1.16 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,304,292	6489531887877	1,306,340	6489533002435	
00:32.090.509	1.04 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,305,316	6489532445156	1,307,364	6489533559713	
00:32.113.741	1.13 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,306,340	6489533002435	1,308,388	6489534116992	
00:32.136.972	1.86 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	1,307,364	6489533559713	1,309,412	6489534674270	
